103.168, -9.46569, 100.278, -29.2558
103.485, -9.51188, 100.595, -29.302
104.152, -9.60925, 101.261, -29.3993
104.818, -9.70662, 101.928, -29.4967
105.485, -9.80399, 102.595, -29.5941
106.152, -9.90136, 103.262, -29.6914
106.819, -9.99872, 103.929, -29.7888
107.485, -10.0959, 104.596, -29.8863
108.151, -10.1933, 105.263, -29.9836
108.818, -10.2906, 105.93, -30.081
109.485, -10.3879, 106.597, -30.1783
110.152, -10.4852, 107.264, -30.2756
110.818, -10.5824, 107.931, -30.373
111.485, -10.6796, 108.598, -30.4703
112.151, -10.7769, 109.265, -30.5675
112.817, -10.874, 109.933, -30.6649
113.484, -10.9712, 110.6, -30.7621
